82041 silly lifecycle callsite@1.0.0~preinstall: no script for preinstall, continuing
89789 info lifecycle lower-case@1.1.3~install: lower-case@1.1.3
89790 silly lifecycle lower-case@1.1.3~install: no script for install, continuing
89791 silly install is-lower-case@1.1.3 D:\zhongzi\node_modules\.staging\is-lower-case-addb9ded05e33d2822f9de6b6fe2eab8
89792 info lifecycle is-lower-case@1.1.3~install: is-lower-case@1.1.3
89793 silly lifecycle is-lower-case@1.1.3~install: no script for install, continuing
89794 silly install lower-case-first@1.0.2 D:\zhongzi\node_modules\.staging\lower-case-first-ddc37531652f6f921b8074069567dbad
89795 info lifecycle lower-case-first@1.0.2~install: lower-case-first@1.0.2
89796 silly lifecycle lower-case-first@1.0.2~install: no script for install, continuing
89797 silly install lowercase-keys@1.0.0 D:\zhongzi\node_modules\.staging\lowercase-keys-5e69e724ca30392cc7a032474de7cfa9
89798 info lifecycle lowercase-keys@1.0.0~install: lowercase-keys@1.0.0
89799 silly lifecycle lowercase-keys@1.0.0~install: no script for install, continuing
89800 silly install lpad@1.0.0 D:\zhongzi\node_modules\.staging\lpad-beb9dde2eb1799ef8ade80fad5af7ff5
89801 info lifecycle lpad@1.0.0~install: lpad@1.0.0
89802 silly lifecycle lpad@1.0.0~install: no script for install, continuing
89803 silly install lpad@2.0.1 D:\zhongzi\node_modules\.staging\lpad-f664f7ef22f0916e5d026066c5000512
89804 info lifecycle lpad@2.0.1~install: lpad@2.0.1
89805 silly lifecycle lpad@2.0.1~install: no script for install, continuing
89806 silly install lru-cache@2.7.3 D:\zhongzi\node_modules\.staging\lru-cache-9ce18bb516d46d4c95f0444dc1f47d13
89807 info lifecycle lru-cache@2.7.3~install: lru-cache@2.7.3
89808 silly lifecycle lru-cache@2.7.3~install: no script for install, continuing
89809 silly install map-obj@1.0.1 D:\zhongzi\node_modules\.staging\map-obj-03c22ab879b2fce55ca962b94b3242c5
89810 info lifecycle map-obj@1.0.1~install: map-obj@1.0.1
89811 silly lifecycle map-obj@1.0.1~install: no script for install, continuing
89812 silly install camelcase-keys@2.1.0 D:\zhongzi\node_modules\.staging\camelcase-keys-72f93901fc58d0087455fd46c6a5e9cb
89813 info lifecycle camelcase-keys@2.1.0~install: camelcase-keys@2.1.0
89814 silly lifecycle camelcase-keys@2.1.0~install: no script for install, continuing
89815 silly install mime@1.2.4 D:\zhongzi\node_modules\.staging\mime-a81c2d811b31de7c7cbb461674ffbb08
89816 info lifecycle mime@1.2.4~install: mime@1.2.4
89817 silly lifecycle mime@1.2.4~install: no script for install, continuing
89818 silly install connect@1.9.2 D:\zhongzi\node_modules\.staging\connect-e36d853383d7944cac4ad2959419a1ea
89819 info lifecycle connect@1.9.2~install: connect@1.9.2
89820 silly lifecycle connect@1.9.2~install: no script for install, continuing
89821 silly install express@2.5.11 D:\zhongzi\node_modules\.staging\express-48090191d302bffc5a9b2713fa3cc9bf
89822 info lifecycle express@2.5.11~install: express@2.5.11
89823 silly lifecycle express@2.5.11~install: no script for install, continuing
89824 silly install mime-db@1.23.0 D:\zhongzi\node_modules\.staging\mime-db-6e2aca8ebab03f217289c31e4f334c1f
89825 info lifecycle mime-db@1.23.0~install: mime-db@1.23.0
89826 silly lifecycle mime-db@1.23.0~install: no script for install, continuing
89827 silly install mime-types@2.1.11 D:\zhongzi\node_modules\.staging\mime-types-abd295b8dc0a1c1dae95d8e8b176c4d1
89828 info lifecycle mime-types@2.1.11~install: mime-types@2.1.11
89829 silly lifecycle mime-types@2.1.11~install: no script for install, continuing
89830 silly install form-data@1.0.0-rc4 D:\zhongzi\node_modules\.staging\form-data-62e0192e96c235556461547758428be0
89831 info lifecycle form-data@1.0.0-rc4~install: form-data@1.0.0-rc4
89832 silly lifecycle form-data@1.0.0-rc4~install: no script for install, continuing
89833 silly install minimist@1.2.0 D:\zhongzi\node_modules\.staging\minimist-f99beaa4ddaa7872fad2d4896cfa0f17
89834 info lifecycle minimist@1.2.0~install: minimist@1.2.0
89835 silly lifecycle minimist@1.2.0~install: no script for install, continuing
89836 silly install minimist@0.0.8 D:\zhongzi\node_modules\.staging\minimist-26d95807d85c73c3a8b94c0d05aae083
89837 info lifecycle minimist@0.0.8~install: minimist@0.0.8
89838 silly lifecycle minimist@0.0.8~install: no script for install, continuing
89839 silly install mkdirp@0.5.1 D:\zhongzi\node_modules\.staging\mkdirp-00dd72c5e776ef3739ddaeaeb82b0be1
89840 info lifecycle mkdirp@0.5.1~install: mkdirp@0.5.1
89841 silly lifecycle mkdirp@0.5.1~install: no script for install, continuing
89842 silly install commander@2.3.0 D:\zhongzi\node_modules\.staging\commander-61a67732429e2f3f086bb4b17a62d953
89843 info lifecycle commander@2.3.0~install: commander@2.3.0
89844 silly lifecycle commander@2.3.0~install: no script for install, continuing
89845 silly install escape-string-regexp@1.0.2 D:\zhongzi\node_modules\.staging\escape-string-regexp-1074c36ce743b57d557d17e7824feb72
89846 info lifecycle escape-string-regexp@1.0.2~install: escape-string-regexp@1.0.2
89847 silly lifecycle escape-string-regexp@1.0.2~install: no script for install, continuing
89848 silly install graceful-fs@2.0.3 D:\zhongzi\node_modules\.staging\graceful-fs-98080ba1d61edec2a564600420b9f565
89849 info lifecycle graceful-fs@2.0.3~install: graceful-fs@2.0.3
89850 silly lifecycle graceful-fs@2.0.3~install: no script for install, continuing
89851 silly install minimist@0.0.8 D:\zhongzi\node_modules\.staging\minimist-eb3b0ca2b10990bf5bff5af1e5bb1d44
89852 info lifecycle minimist@0.0.8~install: minimist@0.0.8
89853 silly lifecycle minimist@0.0.8~install: no script for install, continuing
89854 silly install mkdirp@0.5.0 D:\zhongzi\node_modules\.staging\mkdirp-6ed6276a64f70b75d209de2260e00bcd
89855 info lifecycle mkdirp@0.5.0~install: mkdirp@0.5.0
89856 silly lifecycle mkdirp@0.5.0~install: no script for install, continuing
89857 silly install ms@0.6.2 D:\zhongzi\node_modules\.staging\ms-bec64b821d7fe51e3ab90bd9873fed06
89858 info lifecycle ms@0.6.2~install: ms@0.6.2
89859 silly lifecycle ms@0.6.2~install: no script for install, continuing
89860 silly install debug@2.0.0 D:\zhongzi\node_modules\.staging\debug-654744ae09119addae44ea7bb76dd598
89861 info lifecycle debug@2.0.0~install: debug@2.0.0
89862 silly lifecycle debug@2.0.0~install: no script for install, continuing
89863 silly install mout@0.9.1 D:\zhongzi\node_modules\.staging\mout-4796e80e3cc5174dc46a910734cbe361
89864 info lifecycle mout@0.9.1~install: mout@0.9.1
89865 silly lifecycle mout@0.9.1~install: no script for install, continuing
89866 silly install ms@0.7.1 D:\zhongzi\node_modules\.staging\ms-df3276e6d4d345a89039a81fb9457ed8
89867 info lifecycle ms@0.7.1~install: ms@0.7.1
89868 silly lifecycle ms@0.7.1~install: no script for install, continuing
89869 silly install debug@2.2.0 D:\zhongzi\node_modules\.staging\debug-144cbbdac8ac5d6514d988aebe5e739e
89870 info lifecycle debug@2.2.0~install: debug@2.2.0
89871 silly lifecycle debug@2.2.0~install: no script for install, continuing
89872 silly install isarray@0.0.1 D:\zhongzi\node_modules\.staging\isarray-f97dd0403dc7682968ce0c1d6b87c68f
89873 info lifecycle isarray@0.0.1~install: isarray@0.0.1
89874 silly lifecycle isarray@0.0.1~install: no script for install, continuing
89875 silly install mute-stream@0.0.5 D:\zhongzi\node_modules\.staging\mute-stream-a0453193950ca798894a4597f54064fb
89876 info lifecycle mute-stream@0.0.5~install: mute-stream@0.0.5
89877 silly lifecycle mute-stream@0.0.5~install: no script for install, continuing
89878 silly install negotiator@0.5.3 D:\zhongzi\node_modules\.staging\negotiator-716c88353ac516b02f4df26d24215e62
89879 info lifecycle negotiator@0.5.3~install: negotiator@0.5.3
89880 silly lifecycle negotiator@0.5.3~install: no script for install, continuing
89881 silly install accepts@1.2.13 D:\zhongzi\node_modules\.staging\accepts-6f39d89338ab8cf5a23884ce6a64ca55
89882 info lifecycle accepts@1.2.13~install: accepts@1.2.13
89883 silly lifecycle accepts@1.2.13~install: no script for install, continuing
89884 silly install node-status-codes@1.0.0 D:\zhongzi\node_modules\.staging\node-status-codes-abbe5df1fd77f19b78b93eaaba663871
89885 info lifecycle node-status-codes@1.0.0~install: node-status-codes@1.0.0
89886 silly lifecycle node-status-codes@1.0.0~install: no script for install, continuing
89887 silly install node-uuid@1.4.7 D:\zhongzi\node_modules\.staging\node-uuid-22a31b79db708a3c4248aa18b7722aaa
89888 info lifecycle node-uuid@1.4.7~install: node-uuid@1.4.7
89889 silly lifecycle node-uuid@1.4.7~install: no script for install, continuing
89890 silly install nopt@1.0.10 D:\zhongzi\node_modules\.staging\nopt-4e39f5550435017719b8036aaa26e231
89891 info lifecycle nopt@1.0.10~install: nopt@1.0.10
89892 silly lifecycle nopt@1.0.10~install: no script for install, continuing
89893 silly install nopt@2.0.0 D:\zhongzi\node_modules\.staging\nopt-40d1aaae3b6c75e2ac170387e0845cf3
89894 info lifecycle nopt@2.0.0~install: nopt@2.0.0
89895 silly lifecycle nopt@2.0.0~install: no script for install, continuing
89896 silly install noptify@0.0.3 D:\zhongzi\node_modules\.staging\noptify-c7cfafa8dd0f21be870771d0c181cb06
89897 info lifecycle noptify@0.0.3~install: noptify@0.0.3
89898 silly lifecycle noptify@0.0.3~install: no script for install, continuing
89899 silly install normalize-path@2.0.1 D:\zhongzi\node_modules\.staging\normalize-path-e771607388e5f713563b580eb21fc4bf
89900 info lifecycle normalize-path@2.0.1~install: normalize-path@2.0.1
89901 silly lifecycle normalize-path@2.0.1~install: no script for install, continuing
89902 silly install normalize-range@0.1.2 D:\zhongzi\node_modules\.staging\normalize-range-964091d49a88eed55b7d703dc50cb118
89903 info lifecycle normalize-range@0.1.2~install: normalize-range@0.1.2
89904 silly lifecycle normalize-range@0.1.2~install: no script for install, continuing
89905 silly install num2fraction@1.2.2 D:\zhongzi\node_modules\.staging\num2fraction-7116703d9c111e6127c9e5af5c5725df
89906 info lifecycle num2fraction@1.2.2~install: num2fraction@1.2.2
89907 silly lifecycle num2fraction@1.2.2~install: no script for install, continuing
89908 silly install number-is-nan@1.0.0 D:\zhongzi\node_modules\.staging\number-is-nan-3c8cf7945bf687f9fa6453edda7dcbc1
89909 info lifecycle number-is-nan@1.0.0~install: number-is-nan@1.0.0
89910 silly lifecycle number-is-nan@1.0.0~install: no script for install, continuing
89911 silly install is-fullwidth-code-point@1.0.0 D:\zhongzi\node_modules\.staging\is-fullwidth-code-point-6f49bfdc2505afc9ea0a4f77df0f7b6c
89912 info lifecycle is-fullwidth-code-point@1.0.0~install: is-fullwidth-code-point@1.0.0
89913 silly lifecycle is-fullwidth-code-point@1.0.0~install: no script for install, continuing
89914 silly install is-finite@1.0.1 D:\zhongzi\node_modules\.staging\is-finite-7ff322b516cea8620cd9f6d31c3a4679
89915 info lifecycle is-finite@1.0.1~install: is-finite@1.0.1
89916 silly lifecycle is-finite@1.0.1~install: no script for install, continuing
89917 silly install is-integer@1.0.6 D:\zhongzi\node_modules\.staging\is-integer-f52ee50f979207642c82fd1b48ff8b35
89918 info lifecycle is-integer@1.0.6~install: is-integer@1.0.6
89919 silly lifecycle is-integer@1.0.6~install: no script for install, continuing
89920 silly install repeating@2.0.1 D:\zhongzi\node_modules\.staging\repeating-4c5f6aaed513b132943214a81363f2bd
89921 info lifecycle repeating@2.0.1~install: repeating@2.0.1
89922 silly lifecycle repeating@2.0.1~install: no script for install, continuing
89923 silly install indent-string@2.1.0 D:\zhongzi\node_modules\.staging\indent-string-09fbd7a5b67fc49487171553713701c6
89924 info lifecycle indent-string@2.1.0~install: indent-string@2.1.0
89925 silly lifecycle indent-string@2.1.0~install: no script for install, continuing
89926 silly install code-point-at@1.0.0 D:\zhongzi\node_modules\.staging\code-point-at-5791fcdf2cf693e1c935c445cbcc1577
89927 info lifecycle code-point-at@1.0.0~install: code-point-at@1.0.0
89928 silly lifecycle code-point-at@1.0.0~install: no script for install, continuing
89929 silly install oauth-sign@0.8.2 D:\zhongzi\node_modules\.staging\oauth-sign-f0b335ba85cf4f6d69aa3f242174a619
89930 info lifecycle oauth-sign@0.8.2~install: oauth-sign@0.8.2
89931 silly lifecycle oauth-sign@0.8.2~install: no script for install, continuing
89932 silly install object-assign@4.1.0 D:\zhongzi\node_modules\.staging\object-assign-6356bc7c4e9535b7358b071dad287a71
89933 info lifecycle object-assign@4.1.0~install: object-assign@4.1.0
89934 silly lifecycle object-assign@4.1.0~install: no script for install, continuing
89935 silly install figures@1.7.0 D:\zhongzi\node_modules\.staging\figures-e0859fb89a817f2da0fd3861db349767
89936 info lifecycle figures@1.7.0~install: figures@1.7.0
89937 silly lifecycle figures@1.7.0~install: no script for install, continuing
89938 silly install esrecurse@4.1.0 D:\zhongzi\node_modules\.staging\esrecurse-095417b160cb3527354e7e9fef102a83
89939 info lifecycle esrecurse@4.1.0~install: esrecurse@4.1.0
89940 silly lifecycle esrecurse@4.1.0~install: no script for install, continuing
89941 silly install escope@3.6.0 D:\zhongzi\node_modules\.staging\escope-a2e06b53ebb269c3731d0b5e588b4f28
89942 info lifecycle escope@3.6.0~install: escope@3.6.0
89943 silly lifecycle escope@3.6.0~install: no script for install, continuing
89944 silly install object-component@0.0.3 D:\zhongzi\node_modules\.staging\object-component-25dd80dd7e13266641ecdd67d266165d
89945 info lifecycle object-component@0.0.3~install: object-component@0.0.3
89946 silly lifecycle object-component@0.0.3~install: no script for install, continuing
89947 silly install object-path@0.9.2 D:\zhongzi\node_modules\.staging\object-path-240c7dbad34fe7a806411dbd2b7e4cd7
89948 info lifecycle object-path@0.9.2~install: object-path@0.9.2
89949 silly lifecycle object-path@0.9.2~install: no script for install, continuing
89950 silly install object.omit@2.0.0 D:\zhongzi\node_modules\.staging\object.omit-48c5082a7f343ffe1d986437ffee1829
89951 info lifecycle object.omit@2.0.0~install: object.omit@2.0.0
89952 silly lifecycle object.omit@2.0.0~install: no script for install, continuing
89953 silly install on-finished@2.3.0 D:\zhongzi\node_modules\.staging\on-finished-8d52870734b3d71f6993ca4475d46d17
89954 info lifecycle on-finished@2.3.0~install: on-finished@2.3.0
89955 silly lifecycle on-finished@2.3.0~install: no script for install, continuing
89956 silly install onetime@1.1.0 D:\zhongzi\node_modules\.staging\onetime-9b8d862562c8cba66242f1bebe172d40
89957 info lifecycle onetime@1.1.0~install: onetime@1.1.0
89958 silly lifecycle onetime@1.1.0~install: no script for install, continuing
89959 silly install openurl@1.1.0 D:\zhongzi\node_modules\.staging\openurl-6d422a7b0791ada867028d8c303298c6
89960 info lifecycle openurl@1.1.0~install: openurl@1.1.0
89961 silly lifecycle openurl@1.1.0~install: no script for install, continuing
89962 silly install opn@3.0.3 D:\zhongzi\node_modules\.staging\opn-f22f86e1cfecdd7ab85e32e88da40dcf
89963 info lifecycle opn@3.0.3~install: opn@3.0.3
89964 silly lifecycle opn@3.0.3~install: no script for install, continuing
89965 silly install lodash@3.10.1 D:\zhongzi\node_modules\.staging\lodash-36ef8b2c498787a9c259dfb4015a1889
89966 info lifecycle lodash@3.10.1~install: lodash@3.10.1
89967 silly lifecycle lodash@3.10.1~install: no script for install, continuing
89968 silly install opt-merger@1.1.1 D:\zhongzi\node_modules\.staging\opt-merger-e669af5b997183c4990241029c66a66e
89969 info lifecycle opt-merger@1.1.1~install: opt-merger@1.1.1
89970 silly lifecycle opt-merger@1.1.1~install: no script for install, continuing
89971 silly install minimist@0.0.10 D:\zhongzi\node_modules\.staging\minimist-103575b426bd6ebdd8683828beea1eb9
89972 info lifecycle minimist@0.0.10~install: minimist@0.0.10
89973 silly lifecycle minimist@0.0.10~install: no script for install, continuing
89974 silly install optional@0.1.3 D:\zhongzi\node_modules\.staging\optional-5068820f6b790734a58cba75c2d0142b
89975 info lifecycle optional@0.1.3~install: optional@0.1.3
89976 silly lifecycle optional@0.1.3~install: no script for install, continuing
89977 silly install options@0.0.6 D:\zhongzi\node_modules\.staging\options-74f418e1426da45f9f39d7c928ad9eaf
89978 info lifecycle options@0.0.6~install: options@0.0.6
89979 silly lifecycle options@0.0.6~install: no script for install, continuing
89980 silly install os-filter-obj@1.0.3 D:\zhongzi\node_modules\.staging\os-filter-obj-b20960771412c56788427974aad35cb2
89981 info lifecycle os-filter-obj@1.0.3~install: os-filter-obj@1.0.3
89982 silly lifecycle os-filter-obj@1.0.3~install: no script for install, continuing
89983 silly install os-homedir@1.0.1 D:\zhongzi\node_modules\.staging\os-homedir-27528138f1103baaf7d80364bee56408
89984 info lifecycle os-homedir@1.0.1~install: os-homedir@1.0.1
89985 silly lifecycle os-homedir@1.0.1~install: no script for install, continuing
89986 silly install user-home@2.0.0 D:\zhongzi\node_modules\.staging\user-home-323e1238e2344695e90aaa6f281f911d
89987 info lifecycle user-home@2.0.0~install: user-home@2.0.0
89988 silly lifecycle user-home@2.0.0~install: no script for install, continuing
89989 silly install os-locale@1.4.0 D:\zhongzi\node_modules\.staging\os-locale-0813e8eb63d4ce9b2d2b516e9728d30f
89990 info lifecycle os-locale@1.4.0~install: os-locale@1.4.0
89991 silly lifecycle os-locale@1.4.0~install: no script for install, continuing
89992 silly install os-tmpdir@1.0.1 D:\zhongzi\node_modules\.staging\os-tmpdir-5058797ee59e98449e9dc83ea8a962bd
89993 info lifecycle os-tmpdir@1.0.1~install: os-tmpdir@1.0.1
89994 silly lifecycle os-tmpdir@1.0.1~install: no script for install, continuing
89995 silly install osenv@0.0.3 D:\zhongzi\node_modules\.staging\osenv-7a9e0a31ec2a12766369e5a4cc195fe0
89996 info lifecycle osenv@0.0.3~install: osenv@0.0.3
89997 silly lifecycle osenv@0.0.3~install: no script for install, continuing
89998 silly install package@1.0.1 D:\zhongzi\node_modules\.staging\package-327029001164ac4f3a8cafd430ba77a9
89999 info lifecycle package@1.0.1~install: package@1.0.1
90000 silly lifecycle package@1.0.1~install: no script for install, continuing
90001 silly install pad-stdio@1.0.0 D:\zhongzi\node_modules\.staging\pad-stdio-67eaba0b13625adfd7c0bc17420f6b39
90002 info lifecycle pad-stdio@1.0.0~install: pad-stdio@1.0.0
90003 silly lifecycle pad-stdio@1.0.0~install: no script for install, continuing
90004 silly install grunt-concurrent@1.0.1 D:\zhongzi\node_modules\.staging\grunt-concurrent-d750252e9ade74be8d0737b8e5c60297
90005 info lifecycle grunt-concurrent@1.0.1~install: grunt-concurrent@1.0.1
90006 silly lifecycle grunt-concurrent@1.0.1~install: no script for install, continuing
90007 silly install pako@0.2.8 D:\zhongzi\node_modules\.staging\pako-3fe24c3984f05e6c7dc86abd884ecee7
90008 info lifecycle pako@0.2.8~install: pako@0.2.8
90009 silly lifecycle pako@0.2.8~install: no script for install, continuing
90010 silly install browserify-zlib@0.1.4 D:\zhongzi\node_modules\.staging\browserify-zlib-6b33daab17783a3dab69dd88f71802d4
90011 info lifecycle browserify-zlib@0.1.4~install: browserify-zlib@0.1.4
90012 silly lifecycle browserify-zlib@0.1.4~install: no script for install, continuing
90013 silly install parse-glob@3.0.4 D:\zhongzi\node_modules\.staging\parse-glob-5fcecf4d16ae82f41965e4ba5ac235c1
90014 info lifecycle parse-glob@3.0.4~install: parse-glob@3.0.4
90015 silly lifecycle parse-glob@3.0.4~install: no script for install, continuing
90016 silly install parse-json@2.2.0 D:\zhongzi\node_modules\.staging\parse-json-2b81bc8cb14020cad1a9ebe652c9f288
90017 info lifecycle parse-json@2.2.0~install: parse-json@2.2.0
90018 silly lifecycle parse-json@2.2.0~install: no script for install, continuing
90019 silly install parse-ms@1.0.1 D:\zhongzi\node_modules\.staging\parse-ms-893edab9edafd64eb8c7696060f9fde7
90020 info lifecycle parse-ms@1.0.1~install: parse-ms@1.0.1
90021 silly lifecycle parse-ms@1.0.1~install: no script for install, continuing
90022 silly install parsejson@0.0.1 D:\zhongzi\node_modules\.staging\parsejson-9f54f20b4dcf20e31b3948ab4e5eb51d
90023 info lifecycle parsejson@0.0.1~install: parsejson@0.0.1
90024 silly lifecycle parsejson@0.0.1~install: no script for install, continuing
90025 silly install parseqs@0.0.2 D:\zhongzi\node_modules\.staging\parseqs-0c75c33639559ba90c92499ca7b57fab
90026 info lifecycle parseqs@0.0.2~install: parseqs@0.0.2
90027 silly lifecycle parseqs@0.0.2~install: no script for install, continuing
90028 silly install parseuri@0.0.4 D:\zhongzi\node_modules\.staging\parseuri-0f1ca830d44b7b62402255ea3f76b519
90029 info lifecycle parseuri@0.0.4~install: parseuri@0.0.4
90030 silly lifecycle parseuri@0.0.4~install: no script for install, continuing
90031 silly install parseurl@1.3.1 D:\zhongzi\node_modules\.staging\parseurl-976c7334f9dd6195ed42f2b7aa1be651
90032 info lifecycle parseurl@1.3.1~install: parseurl@1.3.1
90033 silly lifecycle parseurl@1.3.1~install: no script for install, continuing
90034 silly install path-exists@1.0.0 D:\zhongzi\node_modules\.staging\path-exists-eb9620fc7c9960aa43a8fafbb3947c3d
90035 info lifecycle path-exists@1.0.0~install: path-exists@1.0.0
90036 silly lifecycle path-exists@1.0.0~install: no script for install, continuing
90037 silly install path-is-absolute@1.0.0 D:\zhongzi\node_modules\.staging\path-is-absolute-84cc79290f14cf96f40cda96eceafc39
90038 info lifecycle path-is-absolute@1.0.0~install: path-is-absolute@1.0.0
90039 silly lifecycle path-is-absolute@1.0.0~install: no script for install, continuing
90040 silly install path-is-inside@1.0.1 D:\zhongzi\node_modules\.staging\path-is-inside-df273d2041adde8e013663cc63598171
90041 info lifecycle path-is-inside@1.0.1~install: path-is-inside@1.0.1
90042 silly lifecycle path-is-inside@1.0.1~install: no script for install, continuing
90043 silly install is-path-inside@1.0.0 D:\zhongzi\node_modules\.staging\is-path-inside-0efaaf3e42da983443e921c4e7025ae7
90044 info lifecycle is-path-inside@1.0.0~install: is-path-inside@1.0.0
90045 silly lifecycle is-path-inside@1.0.0~install: no script for install, continuing
90046 silly install is-path-in-cwd@1.0.0 D:\zhongzi\node_modules\.staging\is-path-in-cwd-acd64346b07ef6cb34a88eb676251e2c
90047 info lifecycle is-path-in-cwd@1.0.0~install: is-path-in-cwd@1.0.0
90048 silly lifecycle is-path-in-cwd@1.0.0~install: no script for install, continuing
90049 silly install graceful-fs@4.1.4 D:\zhongzi\node_modules\.staging\graceful-fs-432ec808ca885e6a1c66af9c84b9eb68
90050 info lifecycle graceful-fs@4.1.4~install: graceful-fs@4.1.4
90051 silly lifecycle graceful-fs@4.1.4~install: no script for install, continuing
90052 silly install pend@1.2.0 D:\zhongzi\node_modules\.staging\pend-38e8127d6ae17ef626ca7374db45cead
90053 info lifecycle pend@1.2.0~install: pend@1.2.0
90054 silly lifecycle pend@1.2.0~install: no script for install, continuing
90055 silly install fd-slicer@1.0.1 D:\zhongzi\node_modules\.staging\fd-slicer-daf365e4fb382f2438b1361d867ff1bf
90056 info lifecycle fd-slicer@1.0.1~install: fd-slicer@1.0.1
90057 silly lifecycle fd-slicer@1.0.1~install: no script for install, continuing
90058 silly install yauzl@2.4.1 D:\zhongzi\node_modules\.staging\yauzl-c8f72eb103f955bbf8329c3677c100de
90059 info lifecycle yauzl@2.4.1~install: yauzl@2.4.1
90060 silly lifecycle yauzl@2.4.1~install: no script for install, continuing
90061 silly install assert-plus@0.2.0 D:\zhongzi\node_modules\.staging\assert-plus-111e71329563eab616020aae5b3b5726
90062 info lifecycle assert-plus@0.2.0~install: assert-plus@0.2.0
90063 silly lifecycle assert-plus@0.2.0~install: no script for install, continuing
90064 silly install qs@5.2.0 D:\zhongzi\node_modules\.staging\qs-b2e53eb1a0a86a0efc37f02ae92d9b42
90065 info lifecycle qs@5.2.0~install: qs@5.2.0
90066 silly lifecycle qs@5.2.0~install: no script for install, continuing
90067 silly install which@1.2.9 D:\zhongzi\node_modules\.staging\which-a7d08707d6a7e2d5c59b02efafd1a9b8
90068 info lifecycle which@1.2.9~install: which@1.2.9
90069 silly lifecycle which@1.2.9~install: no script for install, continuing
90070 silly install pify@2.3.0 D:\zhongzi\node_modules\.staging\pify-67727bc3a0b6326b1d68c10052c3ba81
90071 info lifecycle pify@2.3.0~install: pify@2.3.0
90072 silly lifecycle pify@2.3.0~install: no script for install, continuing
90073 silly install pinkie@2.0.4 D:\zhongzi\node_modules\.staging\pinkie-78469c41f50e93501c481cff3145874c
90074 info lifecycle pinkie@2.0.4~install: pinkie@2.0.4
90075 silly lifecycle pinkie@2.0.4~install: no script for install, continuing
90076 silly install pinkie-promise@2.0.1 D:\zhongzi\node_modules\.staging\pinkie-promise-82d5d2a0442414ef5e176b9dd4d9f63d
90077 info lifecycle pinkie-promise@2.0.1~install: pinkie-promise@2.0.1
90078 silly lifecycle pinkie-promise@2.0.1~install: no script for install, continuing
90079 silly install path-type@1.1.0 D:\zhongzi\node_modules\.staging\path-type-06dfe3fb1abbbd038012965925e28aa4
90080 info lifecycle path-type@1.1.0~install: path-type@1.1.0
90081 silly lifecycle path-type@1.1.0~install: no script for install, continuing
90082 silly install hasha@2.2.0 D:\zhongzi\node_modules\.staging\hasha-66d1025c43b2f48dd84dd4bc08c86db6
90083 info lifecycle hasha@2.2.0~install: hasha@2.2.0
90084 silly lifecycle hasha@2.2.0~install: no script for install, continuing
90085 silly install path-exists@2.1.0 D:\zhongzi\node_modules\.staging\path-exists-81d54db6affc6dd22c167a963a1b7f18
90086 info lifecycle path-exists@2.1.0~install: path-exists@2.1.0
90087 silly lifecycle path-exists@2.1.0~install: no script for install, continuing
90088 silly install find-up@1.1.2 D:\zhongzi\node_modules\.staging\find-up-b9c17e9afd63b4a6814ae2afb2190721
90089 info lifecycle find-up@1.1.2~install: find-up@1.1.2
90090 silly lifecycle find-up@1.1.2~install: no script for install, continuing
90091 silly install plur@1.0.0 D:\zhongzi\node_modules\.staging\plur-24378f5bc843fde30adcbdef748354c1
90092 info lifecycle plur@1.0.0~install: plur@1.0.0
90093 silly lifecycle plur@1.0.0~install: no script for install, continuing
90094 silly install async@0.1.15 D:\zhongzi\node_modules\.staging\async-08f886159fdfc19b739a5296cdca7fe9
90095 info lifecycle async@0.1.15~install: async@0.1.15
90096 silly lifecycle async@0.1.15~install: no script for install, continuing
90097 silly install portscanner@1.0.0 D:\zhongzi\node_modules\.staging\portscanner-169272dda668b95dff0e4abfa59d1713
90098 info lifecycle portscanner@1.0.0~install: portscanner@1.0.0
90099 silly lifecycle portscanner@1.0.0~install: no script for install, continuing
90100 silly install postcss-value-parser@3.3.0 D:\zhongzi\node_modules\.staging\postcss-value-parser-4f26d931c28cc0c1165f44a3c377b21b
90101 info lifecycle postcss-value-parser@3.3.0~install: postcss-value-parser@3.3.0
90102 silly lifecycle postcss-value-parser@3.3.0~install: no script for install, continuing
90103 silly install prelude-ls@1.1.2 D:\zhongzi\node_modules\.staging\prelude-ls-22988d8dabf79d12612cd286af4b47a3
90104 info lifecycle prelude-ls@1.1.2~install: prelude-ls@1.1.2
90105 silly lifecycle prelude-ls@1.1.2~install: no script for install, continuing
90106 silly install prepend-http@1.0.4 D:\zhongzi\node_modules\.staging\prepend-http-728c3e23fa4dc29f546fcd0c764916a7
90107 info lifecycle prepend-http@1.0.4~install: prepend-http@1.0.4
90108 silly lifecycle prepend-http@1.0.4~install: no script for install, continuing
90109 silly install preserve@0.2.0 D:\zhongzi\node_modules\.staging\preserve-4fdf6de810808ab681e2f896dde2b596
90110 info lifecycle preserve@0.2.0~install: preserve@0.2.0
90111 silly lifecycle preserve@0.2.0~install: no script for install, continuing
90112 silly install pretty-ms@2.1.0 D:\zhongzi\node_modules\.staging\pretty-ms-18d8211f1550a8224552b87b2516ff36
90113 info lifecycle pretty-ms@2.1.0~install: pretty-ms@2.1.0
90114 silly lifecycle pretty-ms@2.1.0~install: no script for install, continuing
90115 silly install private@0.1.6 D:\zhongzi\node_modules\.staging\private-b7dbe28c73dc5223c2bcf933c36390ba
90116 info lifecycle private@0.1.6~install: private@0.1.6
